Name,Rating,Review Count,location,Address,Phone
Next Level Clucker,4.5,6,"{'address1': '450 Rhode Island St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['450 Rhode Island St', 'San Francisco, CA 94107']}","450 Rhode Island St, San Francisco, CA 94107",+14153581100
Golden Edge Pizza,4.5,216,"{'address1': '5351 Geary Blvd', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['5351 Geary Blvd', 'San Francisco, CA 94121']}","5351 Geary Blvd, San Francisco, CA 94121",+14157424999
Ty Sandwich,4.5,508,"{'address1': '4829 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4829 Mission St', 'San Francisco, CA 94112']}","4829 Mission St, San Francisco, CA 94112",+14153337242
Kokkari Estiatorio,4.5,5120,"{'address1': '200 Jackson St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['200 Jackson St', 'San Francisco, CA 94111']}","200 Jackson St, San Francisco, CA 94111",+14159810983
Matcha Cafe Maiko,4.5,1387,"{'address1': '1581 Webster St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1581 Webster St', 'San Francisco, CA 94115']}","1581 Webster St, San Francisco, CA 94115",+14157570919
Ted's Market & Deli,4.5,540,"{'address1': '1530 Howard St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1530 Howard St', 'San Francisco, CA 94103']}","1530 Howard St, San Francisco, CA 94103",+14155520309
Lovely's,4.5,175,"{'address1': '2344 Webster St', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['2344 Webster St', 'Oakland, CA 94612']}","2344 Webster St, Oakland, CA 94612",
Alnico,4.5,657,"{'address1': '1050 Valencia St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1050 Valencia St', 'San Francisco, CA 94110']}","1050 Valencia St, San Francisco, CA 94110",+14157570889
Don Chuys Mexi-Mercado,4.5,84,"{'address1': '544 Excelsior Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['544 Excelsior Ave', 'San Francisco, CA 94112']}","544 Excelsior Ave, San Francisco, CA 94112",+14155858092
Taqueria San Bruno,4.5,1635,"{'address1': '1045 San Mateo Ave', 'address2': '', 'address3': None, 'city': 'San Bruno', 'zip_code': '94066', 'country': 'US', 'state': 'CA', 'display_address': ['1045 San Mateo Ave', 'San Bruno, CA 94066']}","1045 San Mateo Ave, San Bruno, CA 94066",+16508731752
Heist,4.5,357,"{'address1': '678 Post St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['678 Post St', 'San Francisco, CA 94109']}","678 Post St, San Francisco, CA 94109",+14155253078
L&G Vietnamese Sandwich,4.5,248,"{'address1': '602 Eddy St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['602 Eddy St', 'San Francisco, CA 94109']}","602 Eddy St, San Francisco, CA 94109",+14153451878
Copas,4.5,122,"{'address1': '2223 Market St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2223 Market St', 'San Francisco, CA 94114']}","2223 Market St, San Francisco, CA 94114",+14158292614
Primavera,4.5,239,"{'address1': '1 Ferry Plz', 'address2': '', 'address3': 'Ferry Plaza Farmers Market', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['1 Ferry Plz', 'Ferry Plaza Farmers Market', 'San Francisco, CA 94111']}","1 Ferry Plz, Ferry Plaza Farmers Market, San Francisco, CA 94111",+17079399350
Pokeworks,4.5,68,"{'address1': '50 Fremont St', 'address2': 'Ste R2A', 'address3': None, 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['50 Fremont St', 'Ste R2A', 'San Francisco, CA 94105']}","50 Fremont St, Ste R2A, San Francisco, CA 94105",+14154328898
Wooly Pig,4.5,822,"{'address1': '2295 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['2295 3rd St', 'San Francisco, CA 94107']}","2295 3rd St, San Francisco, CA 94107",+14155928015
Macondray,4.5,158,"{'address1': '2209 Polk St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2209 Polk St', 'San Francisco, CA 94109']}","2209 Polk St, San Francisco, CA 94109",+14158293464
Halal Burgers and More,4.5,22,"{'address1': '134 14th St', 'address2': None, 'address3': None, 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['134 14th St', 'Oakland, CA 94612']}","134 14th St, Oakland, CA 94612",+15103507064
Banh Mi Ba Le,4.5,1386,"{'address1': '1909 International Blvd', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94606', 'country': 'US', 'state': 'CA', 'display_address': ['1909 International Blvd', 'Oakland, CA 94606']}","1909 International Blvd, Oakland, CA 94606",+15102619800
Quarters Teahouse,4.5,28,"{'address1': '1111 Taraval St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1111 Taraval St', 'San Francisco, CA 94116']}","1111 Taraval St, San Francisco, CA 94116",+16282804307
Cafe Me,4.5,318,"{'address1': '500 Washington St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['500 Washington St', 'San Francisco, CA 94111']}","500 Washington St, San Francisco, CA 94111",+14158130225
Tacos Sinaloa,4.5,1204,"{'address1': '2138 International Blvd', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94606', 'country': 'US', 'state': 'CA', 'display_address': ['2138 International Blvd', 'Oakland, CA 94606']}","2138 International Blvd, Oakland, CA 94606",+15105351206
Moo Bong Ri Korean Restaurant,4.5,968,"{'address1': '4390 Telegraph Ave', 'address2': 'Ste K', 'address3': None, 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['4390 Telegraph Ave', 'Ste K', 'Oakland, CA 94609']}","4390 Telegraph Ave, Ste K, Oakland, CA 94609",+15106544606
Love Burn,4.5,338,"{'address1': '130 Northwood Dr', 'address2': None, 'address3': 'Hometown Bowl', 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['130 Northwood Dr', 'Hometown Bowl', 'South San Francisco, CA 94080']}","130 Northwood Dr, Hometown Bowl, South San Francisco, CA 94080",+16507631887
The Cheese Steak Shop,4.5,72,"{'address1': '745 Hickey Blvd', 'address2': 'Ste 11', 'address3': None, 'city': 'Pacifica', 'zip_code': '94044', 'country': 'US', 'state': 'CA', 'display_address': ['745 Hickey Blvd', 'Ste 11', 'Pacifica, CA 94044']}","745 Hickey Blvd, Ste 11, Pacifica, CA 94044",+16507355577
Hidden Spot - South San Francisco,4.5,620,"{'address1': '303 Grand Ave', 'address2': None, 'address3': '', 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['303 Grand Ave', 'South San Francisco, CA 94080']}","303 Grand Ave, South San Francisco, CA 94080",+16508724484
Avedano's Holly Park Market,4.5,181,"{'address1': '235 Cortland Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['235 Cortland Ave', 'San Francisco, CA 94110']}","235 Cortland Ave, San Francisco, CA 94110",+14152856328
Tea Plus Tea Bar,4.5,14,"{'address1': '4482 Mission St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4482 Mission St', 'San Francisco, CA 94112']}","4482 Mission St, San Francisco, CA 94112",+14156088310
Fog City Cafe,4.5,143,"{'address1': '6185 Mission St', 'address2': None, 'address3': '', 'city': 'Daly City', 'zip_code': '94014', 'country': 'US', 'state': 'CA', 'display_address': ['6185 Mission St', 'Daly City, CA 94014']}","6185 Mission St, Daly City, CA 94014",+14153494380
Me So Hungry Too,4.5,35,"{'address1': '130 Northwood Dr', 'address2': None, 'address3': '', 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['130 Northwood Dr', 'South San Francisco, CA 94080']}","130 Northwood Dr, South San Francisco, CA 94080",+16503920126
R Image Market,4.5,172,"{'address1': '2898 Folsom St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2898 Folsom St', 'San Francisco, CA 94110']}","2898 Folsom St, San Francisco, CA 94110",+14156485400
San Francisco's Hometown Creamery,4.5,955,"{'address1': '1290 9th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1290 9th Ave', 'San Francisco, CA 94122']}","1290 9th Ave, San Francisco, CA 94122",+14156824977
Speedy's Pizza And Grill,4.5,158,"{'address1': '687 El Camino Real', 'address2': '', 'address3': None, 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['687 El Camino Real', 'South San Francisco, CA 94080']}","687 El Camino Real, South San Francisco, CA 94080",+16508711200
Sausalito Gourmet Delicatessen,4.5,328,"{'address1': '209 Caledonia St', 'address2': '', 'address3': '', 'city': 'Sausalito', 'zip_code': '94965', 'country': 'US', 'state': 'CA', 'display_address': ['209 Caledonia St', 'Sausalito, CA 94965']}","209 Caledonia St, Sausalito, CA 94965",+14153324880
Maya Halal Taqueria,4.5,487,"{'address1': '346 14th St', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['346 14th St', 'Oakland, CA 94612']}","346 14th St, Oakland, CA 94612",+15109229463
A+ Burger,4.5,807,"{'address1': '6228 Telegraph Ave', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['6228 Telegraph Ave', 'Oakland, CA 94609']}","6228 Telegraph Ave, Oakland, CA 94609",+15102509598
Malibu’s Burgers,4.5,320,"{'address1': '3905 Piedmont Ave', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94611', 'country': 'US', 'state': 'CA', 'display_address': ['3905 Piedmont Ave', 'Oakland, CA 94611']}","3905 Piedmont Ave, Oakland, CA 94611",+15108797362
Market street Gyro,4.5,38,"{'address1': '1400 Market St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['1400 Market St', 'San Francisco, CA 94102']}","1400 Market St, San Francisco, CA 94102",+14158759068
Yomie's Rice X Yogurt,4.5,23,"{'address1': '1401 Powell St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1401 Powell St', 'San Francisco, CA 94133']}","1401 Powell St, San Francisco, CA 94133",+14158297918
Respectable Bird,4.5,70,"{'address1': '312 Swift Ave', 'address2': None, 'address3': '', 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['312 Swift Ave', 'South San Francisco, CA 94080']}","312 Swift Ave, South San Francisco, CA 94080",+16507546258
The Impossible Shop,4.5,7,"{'address1': '2353 E 12th St', 'address2': None, 'address3': None, 'city': 'Oakland', 'zip_code': '94601', 'country': 'US', 'state': 'CA', 'display_address': ['2353 E 12th St', 'Oakland, CA 94601']}","2353 E 12th St, Oakland, CA 94601",
World Wrapps,4.5,509,"{'address1': '208 Corte Madera Town Ctr', 'address2': '', 'address3': None, 'city': 'Corte Madera', 'zip_code': '94925', 'country': 'US', 'state': 'CA', 'display_address': ['208 Corte Madera Town Ctr', 'Corte Madera, CA 94925']}","208 Corte Madera Town Ctr, Corte Madera, CA 94925",+14159273663
Kitchen Istanbul,4.5,531,"{'address1': '349 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['349 Clement St', 'San Francisco, CA 94118']}","349 Clement St, San Francisco, CA 94118",+14157539479
Hummus Republic  - Alameda,4.5,25,"{'address1': '2402 Central Ave', 'address2': None, 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['2402 Central Ave', 'Alameda, CA 94501']}","2402 Central Ave, Alameda, CA 94501",+15106945595
Heavenly Bakery,4.5,52,"{'address1': '4845 Mission St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4845 Mission St', 'San Francisco, CA 94112']}","4845 Mission St, San Francisco, CA 94112",+16507843975
El Pollo Picante,4.5,180,"{'address1': '2021 University Ave', 'address2': None, 'address3': '', 'city': 'Berkeley', 'zip_code': '94704', 'country': 'US', 'state': 'CA', 'display_address': ['2021 University Ave', 'Berkeley, CA 94704']}","2021 University Ave, Berkeley, CA 94704",+15109997200
Chiotras Grocery,4.5,98,"{'address1': '858 Rhode Island St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['858 Rhode Island St', 'San Francisco, CA 94107']}","858 Rhode Island St, San Francisco, CA 94107",+14158242353
Poc-Chuc,4.5,605,"{'address1': '2886 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['2886 16th St', 'San Francisco, CA 94103']}","2886 16th St, San Francisco, CA 94103",+14155581583
Cholita Linda,4.5,2074,"{'address1': '4923 Telegraph Ave', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['4923 Telegraph Ave', 'Oakland, CA 94609']}","4923 Telegraph Ave, Oakland, CA 94609",+15106792423
The Lunch Box,4.5,547,"{'address1': '1720 Franklin St', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['1720 Franklin St', 'Oakland, CA 94612']}","1720 Franklin St, Oakland, CA 94612",+15108360703
Sliver Pizzeria,4.5,1590,"{'address1': '2468 Telegraph Ave', 'address2': '', 'address3': '', 'city': 'Berkeley', 'zip_code': '94704', 'country': 'US', 'state': 'CA', 'display_address': ['2468 Telegraph Ave', 'Berkeley, CA 94704']}","2468 Telegraph Ave, Berkeley, CA 94704",+15103564044
Santoro's Italian Market & Deli,4.5,325,"{'address1': '475 Santa Clara Ave', 'address2': '', 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['475 Santa Clara Ave', 'Alameda, CA 94501']}","475 Santa Clara Ave, Alameda, CA 94501",+15102178710
Saucy Bandits,4.5,50,"{'address1': '3905 Piedmont Ave', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94611', 'country': 'US', 'state': 'CA', 'display_address': ['3905 Piedmont Ave', 'Oakland, CA 94611']}","3905 Piedmont Ave, Oakland, CA 94611",+14159000514
Wild Ginger,4.5,615,"{'address1': '1239 Park St', 'address2': None, 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['1239 Park St', 'Alameda, CA 94501']}","1239 Park St, Alameda, CA 94501",+15102638128
The Hot Shop,4.5,410,"{'address1': '909 San Pablo Ave', 'address2': '', 'address3': '', 'city': 'Albany', 'zip_code': '94706', 'country': 'US', 'state': 'CA', 'display_address': ['909 San Pablo Ave', 'Albany, CA 94706']}","909 San Pablo Ave, Albany, CA 94706",+15105289011
Fred's Coffee Shop,4.5,1032,"{'address1': '1917 Bridgeway Blvd', 'address2': '', 'address3': '', 'city': 'Sausalito', 'zip_code': '94965', 'country': 'US', 'state': 'CA', 'display_address': ['1917 Bridgeway Blvd', 'Sausalito, CA 94965']}","1917 Bridgeway Blvd, Sausalito, CA 94965",+14153324575
Happy Donut,4.5,54,"{'address1': '351 E Market St', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94014', 'country': 'US', 'state': 'CA', 'display_address': ['351 E Market St', 'Daly City, CA 94014']}","351 E Market St, Daly City, CA 94014",+16509921145
Savory Kitchen,4.5,60,"{'address1': '2493 Telegraph Ave', 'address2': None, 'address3': '', 'city': 'Berkeley', 'zip_code': '94704', 'country': 'US', 'state': 'CA', 'display_address': ['2493 Telegraph Ave', 'Berkeley, CA 94704']}","2493 Telegraph Ave, Berkeley, CA 94704",+15109906131
Roadside Rotisserie,4.5,4,"{'address1': '601 Mission Bay Boulevard N', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['601 Mission Bay Boulevard N', 'San Francisco, CA 94158']}","601 Mission Bay Boulevard N, San Francisco, CA 94158",+17022349033
Cali Alley,4.5,159,"{'address1': '1012 Grayson St', 'address2': '', 'address3': '', 'city': 'Berkeley', 'zip_code': '94710', 'country': 'US', 'state': 'CA', 'display_address': ['1012 Grayson St', 'Berkeley, CA 94710']}","1012 Grayson St, Berkeley, CA 94710",+15106444473
